ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,Job Level,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
134,41,No,Travel_Rarely,802,Sales,9,Below College,Life Sciences,High,Male,96,High,High,Sales Executive,High,Divorced,8189,3,Y,Yes,13,Excellent,High,Low,12,2,Better,9,7,0,7
135,26,No,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,High,Female,61,High,Low,Human Resources,High,Married,2942,1,Y,No,23,Outstanding,Very High,Low,8,3,Better,8,7,5,7
136,36,No,Travel_Rarely,216,Research & Development,6,College,Medical,Medium,Male,84,High,Medium,Manufacturing Director,Medium,Divorced,4941,6,Y,No,20,Outstanding,Very High,Medium,7,0,Better,3,2,0,1
137,51,Yes,Travel_Frequently,1150,Research & Development,8,Master,Life Sciences,Low,Male,53,Low,High,Manufacturing Director,Very High,Single,10650,2,Y,No,15,Excellent,Very High,None,18,2,Better,4,2,0,3
138,39,No,Travel_Rarely,1329,Sales,4,Master,Life Sciences,Very High,Female,47,Medium,Medium,Sales Executive,High,Married,5902,4,Y,No,14,Excellent,High,Low,17,1,Best,15,11,5,9
139,25,No,Travel_Rarely,959,Sales,28,Bachelor,Life Sciences,Low,Male,41,Medium,Medium,Sales Executive,High,Married,8639,2,Y,No,18,Excellent,Very High,None,6,3,Better,2,2,2,2
140,30,No,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,High,Male,48,High,Medium,Human Resources,Very High,Married,6347,0,Y,Yes,19,Excellent,Very High,None,12,2,Bad,11,9,4,7
141,32,Yes,Travel_Rarely,1033,Research & Development,9,Bachelor,Medical,Low,Female,41,High,Low,Laboratory Technician,Low,Single,4200,7,Y,No,22,Outstanding,Low,None,10,2,Best,5,4,0,4
142,45,No,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,High,Male,83,High,Low,Research Scientist,Very High,Single,3452,5,Y,No,13,Excellent,Medium,None,9,2,Good,6,5,0,3
143,38,No,Travel_Rarely,364,Research & Development,3,Doctor,Technical Degree,Very High,Female,32,High,Medium,Research Scientist,High,Single,4317,3,Y,Yes,20,Outstanding,Medium,None,19,2,Better,3,2,2,2
144,30,No,Travel_Rarely,438,Research & Development,18,Bachelor,Life Sciences,Low,Female,75,High,Low,Research Scientist,High,Single,2632,1,Y,No,14,Excellent,High,None,5,4,Good,5,4,0,4
145,32,No,Travel_Frequently,689,Sales,9,College,Medical,Very High,Male,35,Low,Medium,Sales Executive,Very High,Divorced,4668,0,Y,No,17,Excellent,Very High,High,9,2,Best,8,7,0,7
146,30,No,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,Very High,Female,84,High,Low,Research Scientist,Low,Divorced,3204,5,Y,No,14,Excellent,Very High,Low,8,3,Better,3,2,2,2
147,30,No,Travel_Rarely,1427,Research & Development,2,Below College,Medical,Medium,Male,35,Medium,Low,Laboratory Technician,Very High,Single,2720,0,Y,No,13,Excellent,Very High,None,6,3,Better,5,3,1,2
148,41,No,Travel_Frequently,857,Research & Development,10,Bachelor,Life Sciences,Very High,Male,91,Medium,Very High,Manager,Low,Divorced,17181,4,Y,No,13,Excellent,Medium,Low,21,2,Good,7,6,7,7
149,41,No,Travel_Rarely,933,Research & Development,9,Master,Life Sciences,High,Male,94,High,Low,Laboratory Technician,Low,Married,2238,2,Y,No,21,Outstanding,Very High,Low,7,2,Better,5,0,1,4
150,19,No,Travel_Rarely,1181,Research & Development,3,Below College,Medical,Medium,Female,79,High,Low,Laboratory Technician,Medium,Single,1483,1,Y,No,14,Excellent,Very High,None,1,3,Better,1,0,0,0
151,40,No,Travel_Frequently,1395,Research & Development,26,Bachelor,Medical,Medium,Female,54,High,Medium,Research Scientist,Medium,Divorced,5605,1,Y,No,11,Excellent,Low,Low,20,2,Better,20,7,2,13
152,35,No,Travel_Rarely,662,Sales,1,Doctor,Marketing,High,Male,94,High,High,Sales Executive,Medium,Married,7295,1,Y,No,13,Excellent,Low,Medium,10,3,Better,10,8,0,6
153,53,No,Travel_Rarely,1436,Sales,6,College,Marketing,Medium,Male,34,High,Medium,Sales Representative,High,Married,2306,2,Y,Yes,20,Outstanding,Very High,Low,13,3,Bad,7,7,4,5
154,45,No,Travel_Rarely,194,Research & Development,9,Bachelor,Life Sciences,Medium,Male,60,High,Medium,Laboratory Technician,Medium,Divorced,2348,8,Y,No,18,Excellent,High,Low,20,2,Bad,17,9,0,15
155,32,No,Travel_Frequently,967,Sales,8,Bachelor,Marketing,Medium,Female,43,High,High,Sales Executive,Very High,Single,8998,1,Y,No,14,Excellent,Very High,None,9,2,Better,9,8,3,7
156,29,No,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,Very High,Male,41,High,Medium,Manufacturing Director,High,Married,4319,1,Y,No,13,Excellent,Low,Low,10,1,Better,10,7,0,9
157,51,No,Travel_Rarely,1169,Research & Development,7,Master,Medical,Medium,Male,34,Medium,Medium,Manufacturing Director,High,Married,6132,2,Y,No,17,Excellent,High,None,10,2,Better,1,0,0,0
158,58,No,Travel_Rarely,1145,Research & Development,9,Bachelor,Medical,Medium,Female,75,Medium,Low,Research Scientist,Medium,Married,3346,4,Y,Yes,20,Outstanding,Medium,Low,9,3,Good,1,0,0,0
159,40,No,Travel_Rarely,630,Sales,4,Master,Marketing,High,Male,67,Medium,High,Sales Executive,Very High,Married,10855,7,Y,No,11,Excellent,Low,Low,15,2,Good,12,11,2,11
160,34,No,Travel_Frequently,303,Sales,2,Master,Marketing,High,Female,75,High,Low,Sales Representative,High,Married,2231,6,Y,No,18,Excellent,Very High,Low,6,3,Better,4,3,1,2
161,22,No,Travel_Rarely,1256,Research & Development,19,Below College,Medical,High,Male,80,High,Low,Research Scientist,Very High,Married,2323,1,Y,No,24,Outstanding,Low,Medium,2,6,Better,2,2,2,2
162,27,No,Non-Travel,691,Research & Development,9,Bachelor,Medical,Very High,Male,57,High,Low,Research Scientist,Medium,Divorced,2024,6,Y,No,18,Excellent,Very High,Low,6,1,Bad,2,2,2,2
163,28,No,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,High,Male,42,High,Low,Research Scientist,Very High,Married,2713,1,Y,No,11,Excellent,High,Low,5,2,Bad,5,2,0,2
164,57,No,Travel_Rarely,334,Research & Development,24,College,Life Sciences,High,Male,83,Very High,High,Healthcare Representative,Very High,Divorced,9439,3,Y,Yes,16,Excellent,Medium,Low,12,2,Bad,5,3,1,4
165,27,No,Non-Travel,1450,Research & Development,3,Bachelor,Medical,High,Male,79,Medium,Low,Research Scientist,High,Divorced,2566,1,Y,Yes,15,Excellent,Very High,Low,1,2,Good,1,1,0,1
166,50,No,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,High,Female,53,High,Very High,Manager,Medium,Single,19926,3,Y,No,15,Excellent,Medium,None,21,5,Better,5,4,4,4
167,41,No,Travel_Rarely,465,Research & Development,14,Bachelor,Life Sciences,Low,Male,56,High,Low,Research Scientist,High,Divorced,2451,4,Y,No,12,Excellent,Low,Low,13,2,Better,9,8,1,8
168,30,No,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,Medium,Female,41,High,High,Sales Executive,Very High,Married,9419,2,Y,No,12,Excellent,High,Low,12,2,Better,10,9,7,4
169,38,No,Travel_Rarely,702,Sales,1,Master,Life Sciences,Low,Female,59,Medium,Medium,Sales Executive,Very High,Single,8686,4,Y,No,22,Outstanding,High,None,12,2,Best,8,3,0,7
170,32,No,Travel_Rarely,120,Research & Development,6,Doctor,Life Sciences,High,Male,43,High,Low,Research Scientist,High,Single,3038,3,Y,No,20,Outstanding,Low,None,8,2,Better,5,4,1,4
171,27,No,Travel_Rarely,1157,Research & Development,17,Bachelor,Technical Degree,High,Male,51,High,Low,Research Scientist,Medium,Married,3058,0,Y,Yes,16,Excellent,Very High,Low,6,3,Good,5,2,1,1
172,19,Yes,Travel_Frequently,602,Sales,1,Below College,Technical Degree,High,Female,100,Low,Low,Sales Representative,Low,Single,2325,0,Y,No,21,Outstanding,Low,None,1,5,Best,0,0,0,0
173,36,No,Travel_Frequently,1480,Research & Development,3,College,Medical,Very High,Male,30,High,Low,Laboratory Technician,Medium,Single,2088,4,Y,No,12,Excellent,High,None,13,3,Good,8,7,7,2
174,30,No,Non-Travel,111,Research & Development,9,Bachelor,Medical,High,Male,66,High,Medium,Laboratory Technician,Low,Divorced,3072,1,Y,No,11,Excellent,High,Medium,12,4,Better,12,9,6,10
175,45,No,Travel_Rarely,1268,Sales,4,College,Life Sciences,High,Female,30,High,Medium,Sales Executive,Low,Divorced,5006,4,Y,Yes,11,Excellent,Low,Low,9,3,Best,5,4,0,3
176,56,No,Travel_Rarely,713,Research & Development,8,Bachelor,Life Sciences,High,Female,67,High,Low,Research Scientist,Low,Divorced,4257,4,Y,Yes,18,Excellent,High,Low,19,3,Better,2,2,2,2
177,33,No,Travel_Rarely,134,Research & Development,2,Bachelor,Life Sciences,High,Male,90,High,Low,Research Scientist,Very High,Single,2500,0,Y,No,14,Excellent,Low,None,4,2,Best,3,1,0,2
178,19,Yes,Travel_Rarely,303,Research & Development,2,Bachelor,Life Sciences,Medium,Male,47,Medium,Low,Laboratory Technician,Very High,Single,1102,1,Y,No,22,Outstanding,High,None,1,3,Good,1,0,1,0
179,46,No,Travel_Rarely,526,Sales,1,College,Marketing,Medium,Female,92,High,High,Sales Executive,Low,Divorced,10453,1,Y,No,25,Outstanding,High,High,24,2,Better,24,13,15,7
180,38,No,Travel_Rarely,1380,Research & Development,9,College,Life Sciences,High,Female,75,High,Low,Laboratory Technician,Very High,Single,2288,1,Y,No,12,Excellent,High,None,2,3,Better,2,2,2,1
181,31,No,Travel_Rarely,140,Research & Development,12,Below College,Medical,High,Female,95,High,Low,Research Scientist,Very High,Married,3929,8,Y,Yes,23,Outstanding,High,Low,7,0,Better,4,2,0,2
182,34,No,Travel_Rarely,629,Research & Development,27,College,Medical,Very High,Female,95,High,Low,Research Scientist,Medium,Single,2311,2,Y,No,15,Excellent,Very High,None,9,3,Better,3,2,1,2
183,41,Yes,Travel_Rarely,1356,Sales,20,College,Marketing,Medium,Female,70,High,Low,Sales Representative,Medium,Single,3140,1,Y,Yes,22,Outstanding,Very High,None,4,5,Good,4,3,0,2
184,50,No,Travel_Rarely,328,Research & Development,1,Bachelor,Medical,High,Male,86,Medium,Low,Laboratory Technician,High,Married,3690,2,Y,No,15,Excellent,Very High,Low,5,2,Good,3,2,0,2
185,53,No,Travel_Rarely,1084,Research & Development,13,College,Medical,Very High,Female,57,Very High,Medium,Manufacturing Director,Low,Divorced,4450,1,Y,No,11,Excellent,High,Medium,5,3,Better,4,2,1,3
186,33,No,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,Very High,Female,72,High,Low,Research Scientist,Medium,Married,2756,1,Y,No,13,Excellent,Very High,Low,8,5,Better,8,7,1,6
187,40,No,Travel_Rarely,989,Research & Development,4,Below College,Medical,Very High,Female,46,High,Very High,Manager,High,Married,19033,1,Y,No,14,Excellent,Medium,Low,21,2,Better,20,8,9,9
188,55,No,Travel_Rarely,692,Research & Development,14,Master,Medical,High,Male,61,Very High,Very High,Research Director,Medium,Single,18722,8,Y,No,11,Excellent,Very High,None,36,3,Better,24,15,2,15
189,34,No,Travel_Frequently,1069,Research & Development,2,Below College,Life Sciences,Very High,Male,45,Medium,Medium,Manufacturing Director,High,Married,9547,1,Y,No,17,Excellent,High,None,10,2,Good,10,9,1,9
190,51,No,Travel_Rarely,313,Research & Development,3,Bachelor,Medical,Very High,Female,98,High,Very High,Healthcare Representative,Medium,Single,13734,3,Y,No,18,Excellent,High,None,21,6,Better,7,7,1,0
191,52,No,Travel_Rarely,699,Research & Development,1,Master,Life Sciences,High,Male,65,Medium,Very High,Manager,High,Married,19999,0,Y,No,14,Excellent,Low,Low,34,5,Better,33,18,11,9
192,27,No,Travel_Rarely,894,Research & Development,9,Bachelor,Medical,Very High,Female,99,High,Low,Research Scientist,Medium,Single,2279,1,Y,No,16,Excellent,Very High,None,7,2,Good,7,7,0,3
193,35,Yes,Travel_Rarely,556,Research & Development,23,College,Life Sciences,Medium,Male,50,Medium,Medium,Manufacturing Director,High,Married,5916,3,Y,Yes,13,Excellent,Low,None,8,1,Better,1,0,0,1
194,43,No,Non-Travel,1344,Research & Development,7,Bachelor,Medical,Very High,Male,37,Very High,Low,Research Scientist,Very High,Divorced,2089,4,Y,No,14,Excellent,Very High,High,7,3,Best,5,4,2,2
195,45,No,Non-Travel,1195,Research & Development,2,College,Medical,Low,Male,65,Medium,Very High,Manager,Very High,Married,16792,9,Y,No,23,Outstanding,Very High,Low,22,1,Better,20,8,11,8
196,37,No,Travel_Rarely,290,Research & Development,21,Bachelor,Life Sciences,Medium,Male,65,Very High,Low,Research Scientist,Low,Married,3564,1,Y,Yes,12,Excellent,Low,Low,8,3,Good,8,7,1,7
197,35,No,Travel_Frequently,138,Research & Development,2,Bachelor,Medical,Medium,Female,37,High,Medium,Laboratory Technician,Medium,Single,4425,5,Y,No,11,Excellent,Very High,None,10,5,Better,6,2,1,2
198,42,No,Non-Travel,926,Research & Development,21,College,Medical,High,Female,36,High,Medium,Manufacturing Director,High,Divorced,5265,2,Y,No,16,Excellent,Medium,Low,11,5,Better,5,3,0,2
199,38,No,Travel_Rarely,1261,Research & Development,2,Master,Life Sciences,Very High,Male,88,High,Medium,Manufacturing Director,High,Married,6553,9,Y,No,14,Excellent,Medium,None,14,3,Better,1,0,0,0
200,38,No,Travel_Rarely,1084,Research & Development,29,Bachelor,Technical Degree,Very High,Male,54,High,Medium,Manufacturing Director,Very High,Married,6261,3,Y,No,18,Excellent,Low,Low,9,3,Bad,7,7,1,7
201,27,No,Travel_Frequently,472,Research & Development,1,Below College,Technical Degree,High,Male,60,Medium,Medium,Manufacturing Director,Low,Married,4298,5,Y,No,19,Excellent,High,Low,6,1,Better,2,2,2,0
202,49,No,Non-Travel,1002,Research & Development,18,Master,Life Sciences,Very High,Male,92,High,Medium,Manufacturing Director,Very High,Divorced,6804,1,Y,Yes,15,Excellent,Low,Medium,7,0,Better,7,7,1,7
203,34,No,Travel_Frequently,878,Research & Development,10,Master,Medical,Very High,Male,43,High,Low,Research Scientist,High,Divorced,3815,1,Y,Yes,17,Excellent,Very High,Low,5,4,Best,5,3,2,0
204,40,No,Travel_Rarely,905,Research & Development,19,College,Medical,High,Male,99,High,Medium,Laboratory Technician,Very High,Married,2741,8,Y,Yes,15,Excellent,High,Low,15,2,Best,7,2,3,7
205,38,Yes,Travel_Rarely,1180,Research & Development,29,Below College,Medical,Medium,Male,70,High,Medium,Healthcare Representative,Low,Married,6673,7,Y,Yes,19,Excellent,Medium,None,17,2,Better,1,0,0,0
206,29,Yes,Travel_Rarely,121,Sales,27,Bachelor,Marketing,Medium,Female,35,High,High,Sales Executive,Very High,Married,7639,1,Y,No,22,Outstanding,Very High,High,10,3,Good,10,4,1,9
207,22,No,Travel_Rarely,1136,Research & Development,5,Bachelor,Life Sciences,Very High,Male,60,Very High,Low,Research Scientist,Medium,Divorced,2328,1,Y,Yes,16,Excellent,Low,Low,4,2,Good,4,2,2,2
208,36,No,Travel_Frequently,635,Research & Development,18,Below College,Medical,Medium,Female,73,High,Low,Laboratory Technician,Very High,Single,2153,1,Y,No,13,Excellent,Low,None,8,2,Better,8,1,1,7
209,40,No,Non-Travel,1151,Research & Development,9,Doctor,Life Sciences,Very High,Male,63,Medium,Medium,Healthcare Representative,Very High,Married,4876,9,Y,No,14,Excellent,Very High,Low,5,5,Bad,3,2,0,2
210,46,No,Travel_Rarely,644,Research & Development,1,Master,Medical,Very High,Male,97,High,High,Healthcare Representative,Low,Divorced,9396,7,Y,No,16,Excellent,High,Low,17,3,Better,4,2,0,3
211,32,Yes,Travel_Rarely,1045,Sales,4,Master,Medical,Very High,Male,32,Low,High,Sales Executive,Very High,Married,10400,1,Y,No,11,Excellent,High,None,14,2,Good,14,8,9,8
212,30,No,Non-Travel,829,Research & Development,1,Below College,Life Sciences,High,Male,88,Medium,High,Manufacturing Director,High,Single,8474,1,Y,No,22,Outstanding,High,None,12,2,Better,11,8,5,8
213,27,No,Travel_Frequently,1242,Sales,20,Bachelor,Life Sciences,Very High,Female,90,High,Medium,Sales Executive,High,Single,9981,1,Y,No,14,Excellent,Very High,None,7,2,Better,7,7,0,7
214,51,No,Travel_Rarely,1469,Research & Development,8,Master,Life Sciences,Medium,Male,81,Medium,High,Research Director,Medium,Married,12490,5,Y,No,16,Excellent,Very High,Medium,16,5,Bad,10,9,4,7
215,30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelor,Technical Degree,Very High,Female,88,High,Low,Research Scientist,Low,Single,2657,5,Y,Yes,11,Excellent,High,None,8,5,Better,5,2,0,4
216,41,No,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,Very High,Female,75,High,High,Manager,Very High,Single,13591,3,Y,Yes,18,Excellent,High,None,16,3,Better,1,0,0,0
217,30,Yes,Travel_Frequently,334,Sales,26,Master,Marketing,High,Female,52,Medium,Medium,Sales Executive,Low,Single,6696,5,Y,No,15,Excellent,High,None,9,5,Good,6,3,0,1
218,29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor,Technical Degree,High,Male,85,High,Low,Research Scientist,High,Single,2058,0,Y,No,14,Excellent,Very High,None,7,1,Good,6,2,1,5
219,45,No,Non-Travel,1052,Sales,6,Bachelor,Medical,Very High,Female,57,Medium,High,Sales Executive,Very High,Single,8865,6,Y,No,12,Excellent,Very High,None,23,2,Better,19,7,12,8
220,54,No,Travel_Rarely,1147,Sales,3,Bachelor,Marketing,Very High,Female,52,High,Medium,Sales Executive,Low,Married,5940,2,Y,No,14,Excellent,Very High,Low,16,4,Better,6,2,0,5
221,36,No,Travel_Rarely,1396,Research & Development,5,College,Life Sciences,Very High,Male,62,High,Medium,Laboratory Technician,Medium,Single,5914,8,Y,No,16,Excellent,Very High,None,16,3,Best,13,11,3,7
222,33,No,Travel_Rarely,147,Research & Development,4,Master,Medical,High,Female,47,Medium,Low,Research Scientist,Medium,Married,2622,6,Y,No,21,Outstanding,Very High,None,7,3,Better,3,2,1,1
223,37,No,Travel_Frequently,663,Research & Development,11,Bachelor,Other,Medium,Male,47,High,High,Research Director,Very High,Divorced,12185,1,Y,Yes,14,Excellent,High,High,10,1,Better,10,8,0,7
224,38,No,Travel_Rarely,119,Sales,3,Bachelor,Life Sciences,Low,Male,76,High,High,Sales Executive,High,Divorced,10609,0,Y,No,12,Excellent,High,Medium,17,6,Good,16,10,5,13
225,31,No,Non-Travel,979,Research & Development,1,Master,Medical,High,Male,90,Low,Medium,Manufacturing Director,High,Married,4345,0,Y,No,12,Excellent,Very High,Low,6,2,Better,5,4,1,4
226,59,No,Travel_Rarely,142,Research & Development,3,Bachelor,Life Sciences,High,Male,70,Medium,Low,Research Scientist,Very High,Married,2177,3,Y,No,17,Excellent,Low,Low,7,6,Better,1,0,0,0
227,37,No,Travel_Frequently,319,Sales,4,Master,Marketing,Low,Male,41,High,Low,Sales Representative,Very High,Divorced,2793,4,Y,No,17,Excellent,High,Low,13,2,Better,9,8,5,8
228,29,No,Travel_Frequently,1413,Sales,1,Below College,Medical,Medium,Female,42,High,High,Sales Executive,Very High,Married,7918,1,Y,No,14,Excellent,Very High,Low,11,5,Better,11,10,4,1
229,35,No,Travel_Frequently,944,Sales,1,Bachelor,Marketing,High,Female,92,High,High,Sales Executive,High,Single,8789,1,Y,No,14,Excellent,Low,None,10,3,Best,10,7,0,8
230,29,Yes,Travel_Rarely,896,Research & Development,18,Below College,Medical,High,Male,86,Medium,Low,Research Scientist,Very High,Single,2389,1,Y,Yes,13,Excellent,High,None,4,3,Good,4,3,0,1
231,52,No,Travel_Rarely,1323,Research & Development,2,Bachelor,Life Sciences,High,Female,89,Medium,Low,Laboratory Technician,Very High,Single,3212,7,Y,No,15,Excellent,Medium,None,6,3,Good,2,2,2,2
232,42,No,Travel_Rarely,532,Research & Development,4,College,Technical Degree,High,Male,58,High,Very High,Manager,Very High,Married,19232,1,Y,No,11,Excellent,Very High,None,22,3,Better,22,17,11,15
233,59,No,Travel_Rarely,818,Human Resources,6,College,Medical,Medium,Male,52,High,Low,Human Resources,High,Married,2267,8,Y,No,17,Excellent,Very High,None,7,2,Good,2,2,2,2
234,50,No,Travel_Rarely,854,Sales,1,Master,Medical,Very High,Female,68,High,Very High,Manager,Very High,Divorced,19517,3,Y,No,11,Excellent,High,Low,32,3,Good,7,0,0,6
235,33,Yes,Travel_Rarely,813,Research & Development,14,Bachelor,Medical,High,Male,58,High,Low,Laboratory Technician,Very High,Married,2436,5,Y,Yes,13,Excellent,High,Low,8,2,Bad,5,4,0,4
236,43,No,Travel_Rarely,1034,Sales,16,Bachelor,Marketing,Very High,Female,80,High,Very High,Manager,Very High,Married,16064,5,Y,Yes,22,Outstanding,High,Low,22,3,Better,17,13,1,9
237,33,Yes,Travel_Rarely,465,Research & Development,2,College,Life Sciences,Low,Female,39,High,Low,Laboratory Technician,Low,Married,2707,7,Y,No,20,Outstanding,Low,None,13,3,Best,9,7,1,7
